"","genus","species"
"4085","runomys","celebensis]]''"
"4086","runomys","fallax]]''"
"4087","runomys","melanius]]''"
"4088","runomys","suncoides]]''"
"4089","acnomys","millardi]]''"
"4090","asymys","alleni]]''"
"4091","asymys","cabrali]]''"
"4092","asymys","foxi]]''"
"4093","asymys","incomtus]]''"
"4094","asymys","montanus]]''"
"4095","asymys","nudipes]]''"
"4096","asymys","rufulus]]''"
"4097","asymys","rwandae]]''"
"4098","asymys","sua]]''"
"4099","ephomys","defua]]''"
"4100","ephomys","eburneae]]''"
"4101","esmomys","harringtoni]]''"
"4102","esmomys","yaldeni]]''"
"4103","iomys","crumpi]]''"
"4104","iplothrix","legata]]''"
"4105","chiothrix","centrosa]]''"
"4106","chiothrix","leucura]]''"
"4107","ropeplus","canus]]''"
"4108","olunda","ellioti]]''"
"4109","rammomys","aridulus]]''"
"4110","rammomys","buntingi]]''"
"4111","rammomys","caniceps]]''"
"4112","rammomys","cometes]]''"
"4113","rammomys","dolichurus]]''"
"4114","rammomys","dryas]]''"
"4115","rammomys","gigas]]''"
"4116","rammomys","ibeanus]]''"
"4117","rammomys","kuru]]''"
"4118","rammomys","macmillani]]''"
"4119","rammomys","minnae]]''"
"4120","rammomys","poensis]]''"
"4121","adromys","humei]]''"
"4122","adromys","yunnanensis]]''"
"4123","aeromys","margarettae]]''"
"4124","aeromys","minahassae]]''"
"4125","aeromys","pusillus]]''"
"4126","apalomys","delacouri]]''"
"4127","apalomys","longicaudatus]]''"
"4128","eimyscus","fumosus]]''"
"4129","ybomys","badius]]''"
"4130","ybomys","basilii]]''"
"4131","ybomys","lunaris]]''"
"4132","ybomys","planifrons]]''"
"4133","ybomys","trivirgatus]]''"
"4134","ybomys","univittatus]]''"
"4135","ydromys","chrysogaster]]''"
"4136","ylomyscus","aeta]]''"
"4137","ylomyscus","alleni]]''"
"4138","ylomyscus","baeri]]''"
"4139","ylomyscus","carillus]]''"
"4140","ylomyscus","denniae]]''"
"4141","ylomyscus","grandis]]''"
"4142","ylomyscus","parvus]]''"
"4143","ylomyscus","stella]]''"
"4144","yomys","dammermani]]''"
"4145","yomys","goliath]]''"
"4146","adarsanomys","sodyi]]''"
"4147","omodomys","rintjanus]]''"
"4148","amottemys","okuensis]]''"
"4149","eggadina","forresti]]''"
"4150","eggadina","lakedownensis]]''"
"4151","emniscomys","barbarus]]''"
"4152","emniscomys","bellieri]]''"
"4153","emniscomys","griselda]]''"
"4154","emniscomys","hoogstraali]]''"
"4155","emniscomys","linulus]]''"
"4156","emniscomys","macculus]]''"
"4157","emniscomys","mittendorfi]]''"
"4158","emniscomys","rosalia]]''"
"4159","emniscomys","roseveari]]''"
"4160","emniscomys","striatus]]''"
"4161","emniscomys","zebra]]''"
"4162","enomys","meyeri]]''"
"4163","enothrix","canus]]''"
"4164","eopoldamys","ciliatus]]''"
"4165","eopoldamys","edwardsi]]''"
"4166","eopoldamys","milleti]]''"
"4167","eopoldamys","neilli]]''"
"4168","eopoldamys","sabanus]]''"
"4169","eopoldamys","siporanus]]''"
"4170","eporillus","apicalis]]''"
"4171","eporillus","conditor]]''"
"4172","eptomys","elegans]]''"
"4173","eptomys","ernstmayri]]''"
"4174","eptomys","signatus]]''"
"4175","imnomys","bryophilus]]''"
"4176","imnomys","sibuanus]]''"
"4177","orentzimys","nouhuysi]]''"
"4178","acruromys","elegans]]''"
"4179","acruromys","major]]''"
"4180","adromys","blanfordi]]''"
"4181","alacomys","cansdalei]]''"
"4182","alacomys","edwardsi]]''"
"4183","alacomys","longipes]]''"
"4184","allomys","aroaensis]]''"
"4185","allomys","gunung]]''"
"4186","allomys","istapantap]]''"
"4187","allomys","rothschildi]]''"
"4188","ammelomys","lanosus]]''"
"4189","ammelomys","rattoides]]''"
"4190","argaretamys","beccarii]]''"
"4191","argaretamys","elegans]]''"
"4192","argaretamys","parvus]]''"
"4193","astomys","awashensis]]''"
"4194","astomys","coucha]]''"
"4195","astomys","erythroleucus]]''"
"4196","astomys","huberti]]''"
"4197","astomys","kollmannspergeri]]''"
"4198","astomys","natalensis]]''"
"4199","astomys","pernanus]]''"
"4200","astomys","shortridgei]]''"
"4201","axomys","alticola]]''"
"4202","axomys","baeodon]]''"
"4203","axomys","bartelsii]]''"
"4204","axomys","dollmani]]''"
"4205","axomys","hellwaldii]]''"
"4206","axomys","hylomyoides]]''"
"4207","axomys","inas]]''"
"4208","axomys","inflatus]]''"
"4209","axomys","moi]]''"
"4210","axomys","musschenbroekii]]''"
"4211","axomys","ochraceiventer]]''"
"4212","axomys","pagensis]]''"
"4213","axomys","panglima]]''"
"4214","axomys","rajah]]''"
"4215","axomys","surifer]]''"
"4216","axomys","wattsi]]''"
"4217","axomys","whiteheadi]]''"
"4218","elasmothrix","naso]]''"
"4219","elomys","aerosus]]''"
"4220","elomys","arcium]]''"
"4221","elomys","bannisteri]]''"
"4222","elomys","bougainville]]''"
"4223","elomys","burtoni]]''"
"4224","elomys","capensis]]''"
"4225","elomys","caurinus]]''"
"4226","elomys","cervinipes]]''"
"4227","elomys","cooperae]]''"
"4228","elomys","dollmani]]''"
"4229","elomys","fraterculus]]''"
"4230","elomys","frigicola]]''"
"4231","elomys","fulgens]]''"
"4232","elomys","howi]]''"
"4233","elomys","leucogaster]]''"
"4234","elomys","lutillus]]''"
"4235","elomys","matambuai]]''"
"4236","elomys","obiensis]]''"
"4237","elomys","paveli]]''"
"4238","elomys","rubicola]]''"
"4239","elomys","rufescens]]''"
"4240","elomys","spechti]]''"
"4241","elomys","talaudium]]''"
"4242","esembriomys","gouldii]]''"
"4243","icaelamys","granti]]''"
"4244","icaelamys","namaquensis]]''"
"4245","icrohydromys","musseri]]''"
"4246","icrohydromys","richardsoni]]''"
"4247","icromys","minutus]]''"
"4248","illardia","gleadowi]]''"
"4249","illardia","kathleenae]]''"
"4250","illardia","kondana]]''"
"4251","illardia","meltada]]''"
"4252","uriculus","imberbis]]''"
"4253","us","platythrix|M."
"4254","us","saxicola|M."
"4255","us","phillipsi|M."
"4256","us","shortridgei|M."
"4257","eylon","spiny"
"4258","us","mayori|M."
"4259","us","pahari|M."
"4260","umatran","shrewlike"
"4261","olcano","mouse]]"
"4262","ervant","mouse]]"
"4263","yukyu","mouse]]"
"4264","us","cervicolor|M."
"4265","us","cookii|M."
"4266","ypriot","mouse]]"
"4267","us","booduga|M."
"4268","us","terricolor|M."
"4269","ouse","mouse]]"
"4270","lgerian","mouse]]"
"4271","acedonian","mouse]]"
"4272","us","spicilegus|M."
"4273","us","fragilicauda]]''"
"4274","ausa","mouse]]"
"4275","us","mattheyi|M."
"4276","us","indutus|M."
"4277","us","setzeri|M."
"4278","us","musculoides|M."
"4279","frican","pygmy"
"4280","us","orangiae|M."
"4281","ahomet","mouse]]"
"4282","us","sorella|M."
"4283","us","neavei|M."
"4284","ubangui","mouse]]"
"4285","ounda","mouse]]"
"4286","us","baoulei|M."
"4287","ylomys","dybowskii]]''"
"4288","ylomys","rex]]''"
"4289","yomyscus","angolensis]]''"
"4290","yomyscus","brockmani]]''"
"4291","yomyscus","verreauxii]]''"
"4292","yomyscus","yemeni]]''"
"4293","esokia","bunnii]]''"
"4294","esokia","indica]]''"
"4295","esoromys","ceramicus]]''"
"4296","ilopegamys","plumbeus]]''"
"4297","iviventer","andersoni]]''"
"4298","iviventer","brahma]]''"
"4299","iviventer","cameroni]]''"
"4300","iviventer","confucianus]]''"
"4301","iviventer","coninga]]''"
"4302","iviventer","cremoriventer]]''"
"4303","iviventer","culturatus]]''"
"4304","iviventer","eha]]''"
"4305","iviventer","excelsior]]''"
"4306","iviventer","fraternus]]''"
"4307","iviventer","fulvescens]]''"
"4308","iviventer","hinpoon]]''"
"4309","iviventer","langbianis]]''"
"4310","iviventer","lepturus]]''"
"4311","iviventer","niviventer]]''"
"4312","iviventer","rapit]]''"
"4313","iviventer","tenaster]]''"
"4314","otomys","alexis]]''"
"4315","otomys","amplus]]''"
"4316","otomys","aquillo]]''"
"4317","otomys","cervinus]]''"
"4318","otomys","fuscus]]''"
"4319","otomys","mitchellii]]''"
"4320","otomys","longicaudatus]]''"
"4321","otomys","macrotis]]''"
"4322","otomys","mordax]]''"
"4323","enomys","hypoxanthus]]''"
"4324","enomys","hypoxanthus"
"4325","enomys","ornatus]]''"
"4326","enomys","tiercelini]]''"
"4327","alawanomys","furvus]]''"
"4328","apagomys","armandvillei]]''"
"4329","arahydromys","asper]]''"
"4330","araleptomys","rufilatus]]''"
"4331","araleptomys","wilhelmina]]''"
"4332","aramelomys","gressitti]]''"
"4333","aramelomys","levipes]]''"
"4334","aramelomys","lorentzii]]''"
"4335","aramelomys","mollis]]''"
"4336","aramelomys","moncktoni]]''"
"4337","aramelomys","naso]]''"
"4338","aramelomys","platyops]]''"
"4339","aramelomys","rubex]]''"
"4340","aramelomys","steini]]''"
"4341","aruromys","dominator]]''"
"4342","aulamys","naso]]''"
"4343","elomys","campanae]]''"
"4344","elomys","fallax]]''"
"4345","elomys","hopkinsi]]''"
"4346","elomys","isseli]]''"
"4347","elomys","minor]]''"
"4348","hloeomys","cumingi]]''"
"4349","hloeomys","pallidus]]''"
"4350","ithecheir","melanurus]]''"
"4351","ithecheir","parvus]]''"
"4352","ithecheirops","otion]]''"
"4353","ogonomelomys","bruijni]]''"
"4354","ogonomelomys","mayeri]]''"
"4355","ogonomys","championi]]''"
"4356","ogonomys","fergussoniensis]]''"
"4357","ogonomys","loriae]]''"
"4358","ogonomys","macrourus]]''"
"4359","ogonomys","sylvestris]]''"
"4360","raomys","daltoni]]''"
"4361","raomys","degraaffi]]''"
"4362","raomys","delectorum]]''"
"4363","raomys","derooi]]''"
"4364","raomys","hartwigi]]''"
"4365","raomys","jacksoni]]''"
"4366","raomys","lukolelae]]''"
"4367","raomys","minor]]''"
"4368","raomys","misonnei]]''"
"4369","raomys","morio]]''"
"4370","raomys","mutoni]]''"
"4371","raomys","obscurus]]''"
"4372","raomys","petteri]]''"
"4373","raomys","rostratus]]''"
"4374","raomys","tullbergi]]''"
"4375","raomys","verschureni]]''"
"4376","rotochromys","fellowsi]]''"
"4377","seudohydromys","ellermani]]''"
"4378","seudohydromys","fuscus]]''"
"4379","seudohydromys","murinus]]''"
"4380","seudohydromys","occidentalis]]''"
"4381","seudomys","albocinereus]]''"
"4382","seudomys","apodemoides]]''"
"4383","seudomys","australis]]''"
"4384","seudomys","bolami]]''"
"4385","seudomys","chapmani]]''"
"4386","seudomys","delicatulus]]''"
"4387","seudomys","desertor]]''"
"4388","seudomys","fieldi]]''"
"4389","seudomys","fumeus]]''"
"4390","seudomys","glaucus]]''"
"4391","seudomys","gouldii]]''"
"4392","seudomys","gracilicaudatus]]''"
"4393","seudomys","hermannsburgensis]]''"
"4394","seudomys","higginsi]]''"
"4395","seudomys","johnsoni]]''"
"4396","seudomys","laborifex]]''"
"4397","seudomys","nanus]]''"
"4398","seudomys","novaehollandiae]]''"
"4399","seudomys","occidentalis]]''"
"4400","seudomys","oralis]]''"
"4401","seudomys","patrius]]''"
"4402","seudomys","pilligaensis]]''"
"4403","seudomys","praeconis]]''"
"4404","seudomys","shortridgei]]''"
"4405","attus","adustus]]''"
"4406","attus","annandalei]]''"
"4407","attus","argentiventer]]''"
"4408","attus","baluensis]]''"
"4409","attus","bontanus]]''"
"4410","attus","burrus]]''"
"4411","attus","colletti]]''"
"4412","attus","elaphinus]]''"
"4413","attus","enganus]]''"
"4414","attus","everetti]]''"
"4415","attus","exulans]]''"
"4416","attus","feliceus]]''"
"4417","attus","foramineus]]''"
"4418","attus","fuscipes]]''"
"4419","attus","giluwensis]]''"
"4420","attus","hainaldi]]''"
"4421","attus","hoffmani]]''"
"4422","attus","hoogerwerfi]]''"
"4423","attus","jobiensis]]''"
"4424","attus","koopmani]]''"
"4425","attus","korinchi]]''"
"4426","attus","leucopus]]''"
"4427","attus","losea]]''"
"4428","attus","lugens]]''"
"4429","attus","lutreolus]]''"
"4430","attus","macleari]]''"
"4431","attus","marmosurus]]''"
"4432","attus","mindorensis]]''"
"4433","attus","mollicomulus]]''"
"4434","attus","montanus]]''"
"4435","attus","mordax]]''"
"4436","attus","morotaiensis]]''"
"4437","attus","nativitatis]]''"
"4438","attus","nitidus]]''"
"4439","attus","norvegicus]]''"
"4440","attus","novaeguineae]]''"
"4441","attus","osgoodi]]''"
"4442","attus","palmarum]]''"
"4443","attus","pelurus]]''"
"4444","attus","praetor]]''"
"4445","attus","ranjiniae]]''"
"4446","attus","rattus]]''"
"4447","attus","sanila]]''"
"4448","attus","sikkimensis]]''"
"4449","attus","simalurensis]]''"
"4450","attus","sordidus]]''"
"4451","attus","steini]]''"
"4452","attus","stoicus]]''"
"4453","attus","tanezumi]]''"
"4454","attus","tawitawiensis]]''"
"4455","attus","timorensis]]''"
"4456","attus","tiomanicus]]''"
"4457","attus","tunneyi]]''"
"4458","attus","turkestanicus]]''"
"4459","attus","villosissimus]]''"
"4460","attus","xanthurus]]''"
"4461","habdomys","dilectus]]''"
"4462","habdomys","pumilio]]''"
"4463","hynchomys","isarogensis]]''"
"4464","hynchomys","soricoides]]''"
"4465","axatilomys","paulinae]]''"
"4466","olomys","ponceleti]]''"
"4467","olomys","salamonis]]''"
"4468","olomys","salebrosus]]''"
"4469","olomys","sapientis]]''"
"4470","olomys","spriggsarum]]''"
"4471","ommeromys","macrorhinos]]''"
"4472","pelaeomys","florensis]]''"
"4473","rilankamys","ohiensis]]''"
"4474","tenocephalemys","albipes]]''"
"4475","tenocephalemys","albocaudata]]''"
"4476","tenocephalemys","griseicauda]]''"
"4477","tenocephalemys","ruppi]]''"
"4478","tochomys","longicaudatus]]''"
"4479","undamys","infraluteus]]''"
"4480","undamys","maxi]]''"
"4481","undamys","muelleri]]''"
"4482","aeromys","arcuatus]]''"
"4483","aeromys","callitrichus]]''"
"4484","aeromys","celebensis]]''"
"4485","aeromys","hamatus]]''"
"4486","aeromys","microbullatus]]''"
"4487","aeromys","punicans]]''"
"4488","aeromys","taerae]]''"
"4489","arsomys","apoensis]]''"
"4490","arsomys","echinatus]]''"
"4491","ateomys","macrocercus]]''"
"4492","ateomys","rhinogradoides]]''"
"4493","hallomys","loringi]]''"
"4494","hallomys","nigricauda]]''"
"4495","hallomys","paedulcus]]''"
"4496","hallomys","shortridgei]]''"
"4497","hamnomys","kempi]]''"
"4498","hamnomys","venustus]]''"
"4499","hamnomys","rutilans]]''"
"4500","okudaia","muenninki]]''"
"4501","okudaia","osimensis]]''"
"4502","onkinomys","daovantieni]]''"
"4503","ryphomys","adustus]]''"
"4504","romys","anak]]''"
"4505","romys","caudimaculatus]]''"
"4506","romys","hadrourus]]''"
"4507","romys","imperator]]''"
"4508","romys","neobritanicus]]''"
"4509","romys","porculus]]''"
"4510","romys","rex]]''"
"4511","andeleuria","nilagirica]]''"
"4512","andeleuria","nolthenii]]''"
"4513","andeleuria","oleracea]]''"
"4514","ernaya","fulva]]''"
"4515","ernaya","prefulva]]''"
"4516","ernaya","pristina]]''"
"4517","ernaya","giganta]]''"
"4518","ernaya","wushanica]]''"
"4519","eromys","myoides]]''"
"4520","elotomys","hildegardeae]]''"
"4521","elotomys","woosnami]]''"
"4522","yzomys","argurus]]''"
"4523","yzomys","maini]]''"
"4524","yzomys","palatilis]]''"
"4525","yzomys","penduculatus]]''"
"4526","yzomys","woodwardi]]''"
